start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
3/24/2018,India,Kulgam & Anantnag districts of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,Political instability,NA
3/24/2018,India,"Sikar, Rajasthan",Shutdown,Mobile,Full network,State government,Communal violence,NA
3/25/2018,India,Baramulla and Badgam districts of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,Unknown,NA
3/26/2018,India,Aurangabad district of Bihar,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
3/28/2018,Chad,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ongoing
3/28/2018,India,"Asansol and Raniganj, West Bengal",Shutdown,Mobile,Full network,State government,Communal violence,NA
3/29/2018,India,"Samastipur, Bihar",Shutdown,Mobile,Full network,Unknown,Communal violence,NA
3/30/2018,India,"Bundi Town, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
3/30/2018,India,Nawada district of BIhar,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
3/31/2018,Sierra Leone,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Information control,NA
3/31/2018,India,Jaitaran,Shutdown,"Broadband, Mobile",Full network,Local government,Other,NA
4/1/2018,India,South Kashmir valley of Jammu & Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
4/1/2018,India,Punjab,Shutdown,Mobile,Full network,State government,Protests,NA
4/2/2018,India,"Sriganganagar, Hanumangarh districts, Jalore, Barmer, Sikar, Alwar, Ahore districts of Rajasthan,  Gwalior, Morena, Bhind districts of Madhya Pradesh",Shutdown,"Broadband, Mobile",Full network,Local government,Protests,NA
4/2/2018,India,"West Bengal, Jammu and Kashmir, Uttar Pradesh, Madhya Pradesh, Punjab and Rajasthan.",Throttle,"Broadband, Mobile",Full network,State government,Protests,NA
4/3/2018,India,"Shupiyan, Pulwama, Kulgam and Anantnag and Ganderbal district of Central Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
4/9/2018,India,"Gwalior, Bhind, Morena and Jabalpur districts of Madhya Pradesh",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
4/9/2018,India,"Jaipur, Rajasthan",Shutdown,Mobile,Full network,State government,Communal violence,NA
4/10/2018,India,UP’s Saharanpur,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
4/10/2018,India,"Karauli, Rajasthan",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,NA
4/11/2018,India,Anantnag & Kulgam districts of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,Political instability,NA
4/13/2018,Yemen,Ma'rib City,Shutdown,"Broadband, Mobile",Full network,Non-government,Unknown,NA
4/13/2018,Russian Federation,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Judiciary,Information control,Ongoing
4/14/2018,India,"Kapurthala, Jalandhar, Hoshiarpur and Sahid Bhagat Singh Nagar districts of Punjab",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
4/14/2018,India,"Karauli, Rajasthan",Shutdown,Mobile,Full network,State government,Communal violence,NA
4/14/2018,India,"Meerut, Uttar Pradesh",Shutdown,Mobile,Full network,State government,Communal violence,NA
4/17/2018,India,"Kathua, Samba, and Jammu districts of Jammu & Kashmir",Shutdown,Mobile,Full network,Local government,Communal violence,NA
4/20/2018,India,"Srinagar, Kulgam, Pulwama and Islamabad districts of Jammu & Kashmir",Shutdown,Mobile,Full network,Local government,Communal violence,NA
4/20/2018,India,Rajouri district of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,Communal violence,NA
4/24/2018,India,Tral and Awantipora areas of Pulwama district located in Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,Political instability,NA
4/26/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
4/27/2018,Indonesia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
4/28/2018,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
4/29/2018,India,"Jalandhar, Hoshiarpur, Kapurthala and SBS Nagar of Punjab",Shutdown,Mobile,Full network,Local government,Communal violence,NA
4/30/2018,C“te d'Ivoire,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Unknown,NA
4/30/2018,India,South Kashmir districts,Shutdown,Mobile,Full network,Local government,Protests,NA
5/4/2018,India,Aligarh Muslim University,Shutdown,"Broadband, Mobile",Full network,Local government,Protests,NA
5/5/2018,India,Srinagar and Ganderbal districts of North Kashmir and all districts of South Kashmir,Shutdown,Mobile,Full network,Local government,Protests,NA
5/9/2018,India,Sahranpur district of Uttar Pradesh,Shutdown,"Broadband, Mobile",Full network,Local government,Other,NA
5/11/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,Elections,NA
5/11/2018,India,Badgam district of Central Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
5/12/2018,India,Hatshyampur in Jhabreda block of Haridwar,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
5/12/2018,India,Aurangabad district of Maharashtra,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
5/12/2018,India,Pulwama district in Jammu and Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
5/19/2018,India,Jammu and Kashmir,Shutdown,Mobile,Full network,Local government,Other,NA
5/24/2018,India,"Thoothukudi, Tirunelveli and Kanyakumari",Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,NA
5/27/2018,Syrian Arab Republic,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,NA
5/27/2018,India,Pulwama district of Jammu & Kashmir,Throttle,Mobile,Full network,Local government,Communal violence,NA
5/31/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,NA
6/1/2018,India,"Motphran, Mawkhar and adjoining areas of Shillong in East Khasi hills district of Meghalaya",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
6/2/2018,India,Srinagar and Badgam districts of Jammu & Kashmir,"Shutdown, Throttle","Broadband, Mobile",Full network,Local government,Protests,NA
6/4/2018,Mali,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,NA
6/6/2018,India,Pulwama and Kulgam districts of South Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,Unknown,NA
6/8/2018,India,Five districts of western Meghalaya,Shutdown,"Broadband, Mobile",Full network,Local government,Protests,NA
6/8/2018,India,"Guwahati, Assam",Shutdown,Mobile,Full network,Local government,Communal violence,NA
6/9/2018,India,"Guwahati, Assam",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
6/16/2018,India,Jaintia-Khasi Hills,Shutdown,Mobile,Full network,Local government,Unknown,NA
6/18/2018,India,"Kulgam and Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Communal violence,NA
6/21/2018,Algeria,Nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Exam cheating,NA
6/22/2018,India,"Srinagar, Anantnag, Pulwama",Shutdown,Mobile,Full network,Local government,Political instability,NA
6/25/2018,India,"Shopian, Pulwama, Anantnag",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
6/25/2018,India,"Shopian, Pulwama, Anantnag",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
6/28/2018,India,Tripura,Shutdown,Mobile,Full network,Local government,Communal violence,NA
7/6/2018,India,"Shopian, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
7/7/2018,India,Kashmir Valley,Throttle,Mobile,Full network,Local government,Protests,NA
7/8/2018,India,"North, Central, and South Kashmir",Shutdown,Mobile,Full network,Local government,Other,NA
7/10/2018,India,"Shopian, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,Political instability,NA
7/12/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Information control,NA
7/12/2018,India,"Kupwara and Sopore- North Kashmir, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
7/13/2018,Pakistan,Rawalpindi and Islamabad,Shutdown,"Broadband, Mobile",Full network,Executive government,Political instability,NA
7/13/2018,Pakistan,Lahore,Shutdown,Mobile,Full network,Executive government,Political instability,NA
7/14/2018,India,Rajasthan,Shutdown,"Broadband, Mobile",Full network,State government,Exam cheating,NA
7/15/2018,Iraq,Northern Iraq including Irbil,Shutdown,Mobile,"Full network, Service-based",Executive government,Protests,NA
7/17/2018,Nicaragua,"Jinotega, Managua, Leon, and others",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,NA
7/20/2018,Pakistan,Balochistan,Shutdown,Mobile,Full network,Executive government,Elections,NA
7/20/2018,India,Manipur,Shutdown,Mobile,Full network,Local government,Political instability,NA
7/22/2018,India,"Anantnag and Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
7/23/2018,Philippines,"Quezon City - Batasan Complex, Common Wealth Avenue and Culiat",Shutdown,Mobile,Full network,Executive government,Protests,NA
7/24/2018,India,Aurangabad and areas of  Maharashtra,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,NA
7/25/2018,India,"Anantnag, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
7/25/2018,Yemen,Ma'rib City,Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
7/25/2018,India,Aurangabad and areas of  Maharashtra,Shutdown,"Broadband, Mobile",Full network,State government,Protests,NA
7/26/2018,India,"Navi Mumbai, Maharashtra",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,NA
7/29/2018,India,Arunachal Pradesh,Shutdown,Mobile,Full network,Local government,Exam cheating,NA
7/29/2018,Mali,"Bamako, Timbaktu, and Gao",Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,NA
8/2/2018,India,"Kupwara, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
8/4/2018,Ethiopia,"Somali region, Harar, and Dire Dawa",Shutdown,"Broadband, Mobile",Full network,Executive government,Communal violence,NA
8/4/2018,Bangladesh,Dhaka and other cities,Throttle,Mobile,Full network,Local government,Protests,NA
8/5/2018,India,Several parts of Rajasthan,Shutdown,Mobile,Full network,State government,Exam cheating,NA
8/9/2018,India,"Baramati, Shirur, Khed, Junnar, Maval, Bhor and Daund rural tehsils of the district, Maharashtra",Shutdown,"Broadband, Mobile",Full network,Local government,Protests,NA
8/11/2018,Yemen,Ma'rib City,Shutdown,"Broadband, Mobile",Full network,Executive government,Political instability,NA
8/12/2018,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,Unknown,Political instability,NA
8/15/2018,India,"Kashmir Valley, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Other,NA
8/16/2018,Ethiopia,Debre Ziet or Bishoftu,Shutdown,Mobile,Full network,Executive government,Unknown,NA
8/17/2018,India,"Bandipora, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
8/18/2018,India,"Uttarkashi, Uttarakhand",Shutdown,"Broadband, Mobile",Full network,Local government,Protests,NA
8/21/2018,India,Lunawada,Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
8/23/2018,India,"Tonk, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
8/24/2018,India,"Anantnag, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
8/27/2018,India,"Shahjahanpur, Uttar Pradesh",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
8/27/2018,India,"Udaipur, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,Exam cheating,NA
8/29/2018,India,"Anantnag, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
9/1/2018,India,"Banswara, Udiapur, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
9/1/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,NA
9/5/2018,India,"Jabalpur, Madhya Pradesh",Shutdown,"Broadband, Mobile",Full network,Unknown,Communal violence,NA
9/8/2018,India,"Islamabad and Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Communal violence,NA
9/11/2018,India,Handwara district,Shutdown,"Broadband, Mobile",Full network,Unknown,Political instability,NA
9/12/2018,India,"Sopore and Baramulla, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
9/15/2018,India,"Anantnag and Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
9/17/2018,Ethiopia,Addis Ababa,Shutdown,Mobile,Full network,Executive government,Protests,NA
9/19/2018,Pakistan,Major cities in Pakitan,Shutdown,"Broadband, Mobile",Full network,Executive government,Other,NA
9/21/2018,India,Manipur,Shutdown,Mobile,Full network,Local government,Protests,NA
9/22/2018,India,"Sopian and Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Information control,NA
9/25/2018,Yemen,Ma'rib City,Shutdown,"Broadband, Mobile",Full network,Local government,Political instability,NA
9/27/2018,India,"Srinagar and Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Protests,NA
9/30/2018,Nigeria,Ponzing Ndam,Shutdown,Mobile,"Full network, Service-based",Local government,Communal violence,NA
10/4/2018,Russian Federation,Ingushetia,Shutdown,Mobile,Full network,Executive government,Protests,NA
10/6/2018,India,"South Kashmir, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Elections,NA
10/8/2018,India,"South Kashmir, Jammu and Kashmir",Throttle,Mobile,Full network,Local government,Elections,NA
10/10/2018,Ethiopia,Addis Ababa,Shutdown,Mobile,Full network,Executive government,Information control,NA
10/10/2018,India,"South Kashmir, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Elections,NA
10/11/2018,India,"Kupwara, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
10/15/2018,Yemen,Aden,Throttle,Mobile,Full network,Executive government,Information control,Ongoing
10/16/2018,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,NA
10/16/2018,India,"South Kashmir, Jammu and Kashmir",Throttle,Mobile,Full network,Local government,Elections,NA
10/17/2018,India,"Kashmir Valley, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
10/20/2018,Cameroon,Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Elections,NA
10/21/2018,India,"Sitamarhi, Bihar",Shutdown,"Broadband, Mobile",Full network,Local government,Communal violence,NA
10/21/2018,India,"Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Protests,NA
10/24/2018,India,"Srinagar, Jammu and Kashmir",Shutdown,Mobile,Full network,Unknown,Political instability,NA
10/26/2018,India,"Baramulla, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
10/28/2018,Pakistan,Bannu,Shutdown,"Broadband, Mobile",Service-based,Local government,Protests,NA
10/30/2018,Pakistan,"Punjab, Sindh, Balochistan, Azad Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Local government,Other,NA
10/30/2018,Pakistan,Targeted in a few sectors of Islamabad,Shutdown,Mobile,Full network,Local government,Other,NA
11/1/2018,Pakistan,"Lahore, Islamabad, Rawalpindi and Gujranwala",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,NA
11/1/2018,India,"Kishtwar, Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Political instability,NA
